title,link,cited,relatedLink,position,numOfVersions,publishedData,snippet
Pulmonary nodule classification with deep residual networks,https://link.springer.com/article/10.1007/s11548-017-1605-6,Cited by 116,"https://scholar.google.com/scholar?q=related:6ZltK0Rc-10J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",125,All 4 versions,"A Nibali, Z He, D Wollersheim - … journal of computer assisted radiology and …, 2017 - Springer","… Conclusions. The proposed method of combining deep residual learning, curriculum
learning, and transfer learning translates to high nodule classification accuracy. This
reveals a promising new direction for effective pulmonary … 
"
Deeper depth prediction with fully convolutional residual networks,https://ieeexplore.ieee.org/abstract/document/7785097/,Cited by 1005,"https://scholar.google.com/scholar?q=related:WX4J0RME2c4J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",126,All 9 versions,"I Laina, C Rupprecht, V Belagiannis… - … conference on 3D …, 2016 - ieeexplore.ieee.org","… Abstract This paper addresses the problem of estimating the depth map of a scene given a single
RGB image. We propose a fully convolutional architecture, encompassing residual learning,
to model the ambiguous mapping between monoc- ular images and depth maps … 
"
Cascaded cross-module residual learning towards lightweight end-to-end speech coding,https://arxiv.org/abs/1906.07769,Cited by 5,"https://scholar.google.com/scholar?q=related:OPjq8nJpBGgJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",127,All 8 versions,"K Zhen, J Sung, MS Lee, S Beack, M Kim - arXiv preprint arXiv …, 2019 - arxiv.org",Speech codecs learn compact representations of speech signals to facilitate data transmission. Many recent deep neural network (DNN) based end-to-end speech codecs achieve low bitrates and high perceptual quality at the cost of model complexity. We propose …
Streaking artifacts suppression for cone-beam computed tomography with the residual learning in neural network,https://www.sciencedirect.com/science/article/pii/S0925231219313967,Cited by 2,"https://scholar.google.com/scholar?q=related:xvxG5BR-v3oJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",128,All 2 versions,"F Yang, D Zhang, H Zhang, K Huang, Y Du, M Teng - Neurocomputing, 2020 - Elsevier",This study aims to address and test a new residual learning algorithm in neural network applied to the projection data to generate high qualified imaging by reducing the streaking artifacts in cone-beam computed tomography (CBCT). Since the streaking artifacts have a …
Deep residual learning for low-order wavefront sensing in high-contrast imaging systems,https://www.osapublishing.org/abstract.cfm?uri=oe-28-18-26267,Cited by 2,"https://scholar.google.com/scholar?q=related:bC2oxD2VqUoJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",129,All 4 versions,"G Allan, I Kang, ES Douglas, G Barbastathis… - Optics …, 2020 - osapublishing.org","Sensing and correction of low-order wavefront aberrations is critical for high-contrast astronomical imaging. State of the art coronagraph systems typically use image-based sensing methods that exploit the rejected on-axis light, such as Lyot-based low order …"
Hyperspectral Image Super-resolution via Deep Progressive Zero-centric Residual Learning,https://ieeexplore.ieee.org/abstract/document/9298460/,Cited by 1,"https://scholar.google.com/scholar?q=related:6DeEQtWC6ToJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",130,All 7 versions,"Z Zhu, J Hou, J Chen, H Zeng… - IEEE Transactions on …, 2020 - ieeexplore.ieee.org",This paper explores the problem of hyperspectral image (HSI) super-resolution that merges a low resolution HSI (LR-HSI) and a high resolution multispectral image (HR-MSI). The cross-modality distribution of the spatial and spectral information makes the problem challenging …
Compressed residual-VGG16 CNN model for big data places image recognition,https://ieeexplore.ieee.org/abstract/document/8301729/,Cited by 81,"https://scholar.google.com/scholar?q=related:TiptJYeAUOEJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",131,,"H Qassim, A Verma, D Feinzimer - 2018 IEEE 8th Annual …, 2018 - ieeexplore.ieee.org","… Proposed model compresses the earlier very successful VGG16 network and further improves
on following aspects: (1) small model size, (2) faster speed, (3) uses residual learning for faster
convergence, better generalization, and solves the issue of degradation, (4) matches … 
"
Automatic modulation classification under non-Gaussian noise: A deep residual learning approach,https://ieeexplore.ieee.org/abstract/document/8761426/,Cited by 8,"https://scholar.google.com/scholar?q=related:GNy5Zy4dItsJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",132,All 2 versions,"J Ma, SC Lin, H Gao, T Qiu - ICC 2019-2019 IEEE International …, 2019 - ieeexplore.ieee.org","During the last few years, automatic modulation classification (AMC) has attracted widespread attention in both civilian and military applications. Conventional AMC schemes are primarily developed under Gaussian noise assumptions. However, recent empirical …"
Multi-view mammographic density classification by dilated and attention-guided residual learning,https://ieeexplore.ieee.org/abstract/document/8978513/,Cited by 3,"https://scholar.google.com/scholar?q=related:Q5erB8FfIf8J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",133,All 4 versions,"C Li, J Xu, Q Liu, Y Zhou, L Mou, Z Pu… - … ACM transactions on …, 2020 - ieeexplore.ieee.org",Breast density is widely adopted to reflect the likelihood of early breast cancer development. Existing methods of mammographic density classification either require steps of manual operations or achieve only moderate classification accuracy due to the limited model …
Multiview sequential learning and dilated residual learning for a fully automatic delineation of the left atrium and pulmonary veins from late gadolinium-enhanced …,https://ieeexplore.ieee.org/abstract/document/8512550/,Cited by 11,"https://scholar.google.com/scholar?q=related:pI1xazzuXJkJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",134,All 5 versions,"G Yang, J Chen, Z Gao, H Zhang, H Ni… - 2018 40th Annual …, 2018 - ieeexplore.ieee.org","Accurate delineation of heart substructures is a prerequisite for abnormality detection, for making quantitative and functional measurements, and for computer-aided diagnosis and treatment planning. Late Gadolinium-Enhanced Cardiac MRI (LGE-CMRI) is an emerging …"
A deep residual learning serial segmentation network for extracting buildings from remote sensing imagery,https://www.tandfonline.com/doi/abs/10.1080/01431161.2020.1734251,Cited by 2,"https://scholar.google.com/scholar?q=related:JRBF-fpsOEUJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",135,All 2 versions,"J Liu, S Wang, X Hou, W Song - International Journal of Remote …, 2020 - Taylor & Francis",Extracting buildings from high spatial resolution remote sensing imagery automatically is considered as an important task in many applications. The huge differences in the appearance and spatial distribution of man-made buildings make it a challenging issue. In …
Deep residual learning in CT physics: scatter correction for spectral CT,https://ieeexplore.ieee.org/abstract/document/8532979/,Cited by 16,"https://scholar.google.com/scholar?q=related:48pn8dT2a-cJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",136,All 3 versions,"S Xu, P Prinsen, J Wiegert… - 2017 IEEE Nuclear …, 2017 - ieeexplore.ieee.org","Recently, spectral CT has been drawing a lot of attention in a variety of clinical applications primarily due to its capability of providing quantitative information about material properties. The quantitative integrity of the reconstructed data depends on the accuracy of the data …"
Dr2-net: Deep residual reconstruction network for image compressive sensing,https://www.sciencedirect.com/science/article/pii/S0925231219306162,Cited by 130,"https://scholar.google.com/scholar?q=related:SG42a6FIk6MJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",137,All 4 versions,"H Yao, F Dai, S Zhang, Y Zhang, Q Tian, C Xu - Neurocomputing, 2019 - Elsevier","… The DR 2 -Net is proposed based on two observations: (1) linear mapping could
reconstruct a high-quality preliminary image, and (2) residual learning could further
improve the reconstruction quality … 3.2. Residual learning … 
"
Despeckling of clinical ultrasound images using deep residual learning,https://www.sciencedirect.com/science/article/pii/S0169260719317675,Cited by 1,"https://scholar.google.com/scholar?q=related:bKMRIvToCMwJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",138,All 4 versions,"P Kokil, S Sudharson - Computer Methods and Programs in Biomedicine, 2020 - Elsevier",Background and objective Ultrasound is the non-radioactive imaging modality used in the diagnosis of various diseases related to the internal organs of the body. The presence of speckle noise in ultrasound image (UI) is inevitable and may affect resolution and contrast of …
Fast spatio-temporal residual network for video super-resolution,http://openaccess.thecvf.com/content_CVPR_2019/html/Li_Fast_Spatio-Temporal_Residual_Network_for_Video_Super-Resolution_CVPR_2019_paper.html,Cited by 41,"https://scholar.google.com/scholar?q=related:dU-kt1VzHV0J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",139,All 7 versions,"S Li, F He, B Du, L Zhang, Y Xu… - Proceedings of the IEEE …, 2019 - openaccess.thecvf.com","… Furthermore, we design a cross-space residual learning that directly links the
low-resolution space and the high-resolution space, which can greatly relieve the
computational burden on the feature fusion and up-scaling parts … 
"
Residual learning based densely connected deep dilated network for joint deblocking and super resolution,https://link.springer.com/article/10.1007/s10489-020-01670-y,Cited by 3,"https://scholar.google.com/scholar?q=related:5HQ-pUrZOFcJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",140,,"G Amaranageswarao, S Deivalakshmi, SB Ko - Applied Intelligence, 2020 - Springer","In many practical situations, images are not only down sampled but also compressed for efficient transmission and storage. JPEG and MPEG-2 compressions often introduce blocking artifacts because they process the data as 8× 8 blocks. Many of the existing super …"
Urine sediment recognition method based on multi-view deep residual learning in microscopic image,https://link.springer.com/article/10.1007/s10916-019-1457-4,Cited by 3,"https://scholar.google.com/scholar?q=related:BvX8Az_fdDMJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",141,All 6 versions,"X Zhang, L Jiang, D Yang, J Yan, X Lu - Journal of medical systems, 2019 - Springer","Urine sediment recognition is attracting growing interest in the field of computer vision. A multi-view urine cell recognition method based on multi-view deep residual learning is proposed to solve some existing problems, such as multi-view cell gray change and cell …"
Pixelwise estimation of signal-dependent image noise using deep residual learning,https://www.hindawi.com/journals/cin/2019/4970508/,Cited by 3,"https://scholar.google.com/scholar?q=related:C9KljGLc_YoJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",142,All 8 versions,"H Tan, H Xiao, S Lai, Y Liu, M Zhang - Computational intelligence and …, 2019 - hindawi.com","In traditional image denoising, noise level is an important scalar parameter which decides how much the input noisy image should be smoothed. Existing noise estimation methods often assume that the noise level is constant at every pixel. However, real-world noise is …"
